"Submission.ID","Common.Name","Scientific.Name","Taxonomic.Order","Count","State.Province","County","Location","Latitude","Longitude","Date","Time","Protocol","Duration..Min.","All.Obs.Reported","Distance.Traveled..km.","Area.Covered..ha.","Number.of.Observers","Breeding.Code","Species.Comments","Checklist.Comments","Type.1","Grid.no","AM.PM","Segment","Habitat","Sal","Mix","Grass","Range","Species.category","valid"
"S35366190","Oriental Turtle-Dove","Streptopelia orientalis",4818,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:53 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","D3, Khatia transect, Seg 2. 100% mixed forest, 447m alt  Start: 22.31855, 80.52899    <a href=""https://www.flickr.com/photos/87572701@N07/32787035193/in/dateposted-public/"" title=""DSCN5953 Khatia transect, Seg 2""><img src=""https://c1.staticflickr.com/3/2940/32787035193_4e0e8b9f86_z.jpg"" alt=""DSCN5953 Khatia transect, Seg 2"" /></a>","Transect","D3","AM",2,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323627","Oriental Turtle-Dove","Streptopelia orientalis",4818,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:12 AM","eBird - Traveling Count",13,1,0.2,NA,6,"","","H7  Segment-04  22.121599, 80.741499  Mixed-100%","Transect","H7","AM",4,"Mix 1.0",0,1,0,"Mukki","species",1
"S35366189","Oriental Turtle-Dove","Streptopelia orientalis",4818,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:12 AM","eBird - Traveling Count",16,1,0.2,NA,3,"","","D3, Khatia transect, Seg 3. 100% mixed forest, 471m alt  Start: 22.31802, 80.531336    <a href=""https://www.flickr.com/photos/87572701@N07/32787032273/in/dateposted-public/"" title=""DSCN5954 Khatia transect, Seg 3""><img src=""https://c1.staticflickr.com/4/3670/32787032273_08167717df_z.jpg"" alt=""DSCN5954 Khatia transect, Seg 3"" /></a>","Transect","D3","AM",3,"Mix 1.0",0,1,0,"Kisli","species",1
"S35366185","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:29 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","D3, Khatia transect, Seg 4. 50% mixed forest, 50% Sal. 462m alt  Start: 22.317694, 80.533161    <a href=""https://www.flickr.com/photos/87572701@N07/32787028013/in/dateposted-public/"" title=""DSCN5956 Khatia transect, Seg 4""><img src=""https://c1.staticflickr.com/4/3894/32787028013_610a618905_z.jpg"" alt=""DSCN5956 Khatia transect, Seg 4"" /></a>","Transect","D3","AM",4,"Sal 0.5, Mix 0.5",0.5,0.5,0,"Kisli","species",1
"S35323639","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:48 AM","eBird - Traveling Count",16,1,0.2,NA,6,"","","H7  Segment-06  22.124267, 80.738714  Mixed-100%","Transect","H7","AM",6,"Mix 1.0",0,1,0,"Mukki","species",1
"S35366184","Oriental Turtle-Dove","Streptopelia orientalis",4818,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:48 AM","eBird - Traveling Count",20,1,0.2,NA,4,"","","D3, Khatia transect, Seg 5. 100% Sal, 456m alt  Start: 22.317154, 80.535007    <a href=""https://www.flickr.com/photos/87572701@N07/33560416066/in/dateposted-public/"" title=""DSCN5957 Khatia transect, Seg 5""><img src=""https://c1.staticflickr.com/4/3937/33560416066_3f8d4192fd_z.jpg"" alt=""DSCN5957 Khatia transect, Seg 5"" /></a>","Transect","D3","AM",5,"Mix 1.0",0,1,0,"Kisli","species",1
"S35508363","Oriental Turtle-Dove","Streptopelia orientalis",4818,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:51 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","Lat: 22.357036  Long: 80.631360  Habitat type: Dry, deciduous forest     D6 - segment4","Transect","D6","AM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35366183","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:08 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","D3, Khatia transect, Seg 6. 100% mixed forest, 497 alt  Start: 22.316695, 80.537316      <a href=""https://www.flickr.com/photos/87572701@N07/33217797590/in/dateposted-public/"" title=""DSCN5958 Khatia transect, Seg 6""><img src=""https://c1.staticflickr.com/4/3734/33217797590_17aef348b9_z.jpg"" alt=""DSCN5958 Khatia transect, Seg 6"" /></a>","Transect","D3","AM",6,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323517","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:20 AM","eBird - Traveling Count",27,1,0.2,NA,5,"","","22.28817/80.53734 1200 mark start","Transect","E3","AM",7,"Sal 1.0",1,0,0,"Kisli","species",1
"S35366178","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","09:23 AM","eBird - Traveling Count",6,1,0.1,NA,4,"","","Khatia end of trail to road.","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35366176","Oriental Turtle-Dove","Streptopelia orientalis",4818,8,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","02:56 PM","eBird - Traveling Count",17,1,0.5,NA,4,"","","Magar Nala Campu, Khatia, to start of transect.  <a href=""https://www.flickr.com/photos/87572701@N07/33471909781/in/datetaken/"" title=""Magar nala Camp, Khatia. DSCN5970""><img src=""https://c1.staticflickr.com/3/2926/33471909781_8637e4e0f4_z.jpg"" alt=""Magar nala Camp, Khatia. DSCN5970"" /></a>  Magar nala camp","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35366173","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:37 PM","eBird - Traveling Count",27,1,0.2,NA,4,"","","D3, Khatia transect, Seg 3. 100% mixed forest, 471m alt  Start: 22.31802, 80.531336","Transect","D3","PM",3,"Mix 1.0",0,1,0,"Kisli","species",1
"S35366172","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:04 PM","eBird - Traveling Count",15,1,0.2,NA,4,"","","D3, Khatia transect, Seg 4. 50% mixed forest, 50% Sal. 462m alt  Start: 22.317694, 80.533161","Transect","D3","PM",4,"Sal 0.5, Mix 0.5",0.5,0.5,0,"Kisli","species",1
"S35344469","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:05 PM","eBird - Traveling Count",17,1,0.2,NA,6,"","","Team Name - Robin Rondha C4 Segment 4  Starting  Lattitude: 22.378640  Longitude:80.577959","Transect","C4","PM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35408002","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:12 PM","eBird - Traveling Count",37,1,0.2,NA,4,"","","Team Baza  Location Sitting on pond edge, D4 sonf 3 - 22.3345480.59586","Transect","D4","PM",3,"",NA,NA,NA,"Sarhi","species",1
"S35340848","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:34 PM","eBird - Traveling Count",15,1,0.2,NA,5,"","","G8 Advar segment 1","Transect","G8","PM",1,"",NA,NA,NA,"Bhaisanghat","species",1
"S35323532","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:40 PM","eBird - Traveling Count",17,1,0.2,NA,4,"","","22.28813/80.53742 Transect--point 1200 meters","Transect","E3","PM",7,"Sal 1.0",1,0,0,"Kisli","species",1
"S35366169","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:50 PM","eBird - Traveling Count",18,1,0.2,NA,4,"","","D3, Khatia transect, Seg 7. 100% mixed forest, 479 alt  Start: 22.316244, 80.538874","Transect","D3","PM",7,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323533","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:57 PM","eBird - Traveling Count",10,1,0.2,NA,4,"","","22.28742/80.53907 Transect--point 1400 meters","Transect","E3","PM",8,"Sal 1.0",1,0,0,"Kisli","species",1
"S35344465","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:16 PM","eBird - Traveling Count",20,1,0.2,NA,6,"","","Team Name - Robin Rondha C4 Segment 8  Starting  Lattitude: 22.371060  Longitude:80.577917","Transect","C4","PM",8,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35323722","Oriental Turtle-Dove","Streptopelia orientalis",4818,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:22 PM","eBird - Traveling Count",12,1,0.2,NA,4,"","","H7  Segment-08  22.126870, 80.736028  Sal-90% Mixed-10%","Transect","H7","PM",8,"Sal 0.9, Mix 0.1",0.9,0.1,0,"Mukki","species",1
"S35366167","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:24 PM","eBird - Traveling Count",15,1,0.2,NA,4,"","","D3, Khatia transect, Seg 9. 100% mixed forest, 471m alt  Start: 22.315006, 80.542633","Transect","D3","PM",9,"Mix 1.0",0,1,0,"Kisli","species",1
"S35346177","Oriental Turtle-Dove","Streptopelia orientalis",4818,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","05:38 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","N 22°12°00.30'   E 80°54°10.50'   Name Of Range : SUPKHAR  Name of Grid : 07 / F10  FG : KURKUTI  PLACE : JAITPURI FRH ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)NANDKISHORE PATLE(FOREST GUARD),(5)SUNNY DAS(SHRAMIK),(6)BIREN YADAV(SHRAMIK),  Tenth Lap of 200M....05.33 To ..... &#61; 16 MIN ? HEAVY RAIN STARTED  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande    Heavy rain","Transect","F10","PM",10,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35387479","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:15 AM","eBird - Traveling Count",180,1,20,NA,3,"","","Driving from mukhi gate to khatia gate","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35323849","Oriental Turtle-Dove","Streptopelia orientalis",4818,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-20-2017","06:52 AM","eBird - Traveling Count",90,1,15,NA,6,"","","Safari. Garima, kailash, . Pintueli, rujuta","General","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35364898","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3877222,81.0321944,"03-18-2017","05:25 PM","eBird - Traveling Count",15,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre    Had to abandon the transect after 1600mtrs as there was continuous alarm call by a barking deer and grey langoors coming from the direction we were headed.","Transect","C12","PM",9,"Mix 1.0",0,1,0,"Phen","species",1
"S35364913","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.33375,81.0981111,"03-19-2017","08:08 AM","eBird - Traveling Count",20,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",3,"Mix 1.0",0,1,0,"Phen","species",1
"S35364913","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.33375,81.0981111,"03-19-2017","08:08 AM","eBird - Traveling Count",20,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre","Transect","C13","AM",3,"Mix 1.0",0,1,0,"Phen","species",1
"S35364930","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3857778,81.0016944,"03-19-2017","04:27 PM","eBird - Traveling Count",30,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre  Babujhiria: not a suitable place to go bird watching as one is concentrating more on his fear of breaking a bone anytime downhill.","Transect","C13","PM",2,"Mix 1.0",0,1,0,"Phen","species",1
"S35364930","Oriental Turtle-Dove","Streptopelia orientalis",4818,3,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3857778,81.0016944,"03-19-2017","04:27 PM","eBird - Traveling Count",30,1,0.2,NA,2,"","","Phen Wildlife Sanctuary  Team Bamanimatta  Prayut Mandal  Vinod Thakre  Babujhiria: not a suitable place to go bird watching as one is concentrating more on his fear of breaking a bone anytime downhill.","Transect","C13","PM",2,"Mix 1.0",0,1,0,"Phen","species",1
"S35340758","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:44 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","(3) N 221321.72   E 805534.33  N 22°13°21.72' E80°55°34.13'   Name Of Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)  THIRD LAP Lap of 200M....06.44 To 07.05AM &#61; 21MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F11","AM",3,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323559","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:52 AM","eBird - Traveling Count",11,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-03  22.16661, 80.67750  Sal-20% Meadow-80%","Transect","G6","AM",3,"Sal 0.2, Grass 0.8",0.2,0,0.8,"Mukki","species",1
"S35365582","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:57 AM","eBird - Traveling Count",20,1,0.2,NA,6,"","","C3, Sondar transect, seg 2. 100% mixed  Start latlong known.  End 22.358214.  80.556344","Transect","C3","AM",2,"Mix 1.0",0,1,0,"Kisli","species",1
"S35323560","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:05 AM","eBird - Traveling Count",21,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-04  22.16819, 80.67781  Sal-30% Meadow-70%","Transect","G6","AM",4,"Sal 0.3, Grass 0.7",0.3,0,0.7,"Mukki","species",1
"S35344499","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","08:49 AM","eBird - Traveling Count",10,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 9  Starting  Lattitude: 22.301887  Longitude:80.63222","Transect","D5","AM",9,"Mix 1.0",0,1,0,"Kanha","species",1
"S35366208","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","09:51 AM","eBird - Traveling Count",21,1,0.1,NA,6,"","","Sondar camp, including two water holes next to the camp.","Water","","AM",NA,"",NA,NA,NA,NA,"species",1
"S35344497","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","03:54 PM","eBird - Traveling Count",8,1,0.2,NA,6,"","","Team Name- Robin Parsatola D5 Segment 1  Starting  Lattitude: 22.301787  Longitude:80.629784","Transect","D5","PM",1,"Mix 1.0",0,1,0,"Kanha","species",1
"S36135999","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","06:57 AM","eBird - Traveling Count",28,1,0.2,NA,4,"","","22 13 44.08  80 38 47.85  862m  Raju, Uday, Umesh, Sharmila  Hilly terrain, Miscellenious forest","Transect","F5","AM",2,"Mix 1.0",0,1,0,"Kanha","species",1
"S35340863","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:05 AM","eBird - Traveling Count",10,1,0.2,NA,5,"","","G8 Advar segment 4","Transect","G8","AM",4,"",NA,NA,NA,"Bhaisanghat","species",1
"S35344486","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:14 AM","eBird - Traveling Count",12,1,0.2,NA,6,"","","Team Name- Robin Rondha C4 Segment 1  Starting  Lattitude: 22.366555  Longitude:80.577435","Transect","C4","AM",1,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35344481","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:40 AM","eBird - Traveling Count",13,1,0.2,NA,6,"","","Team Name- Robin Rondha C4 Segment 3  Starting  Lattitude: 22.369657  Longitude:80.577796","Transect","C4","AM",3,"Mix 1.0",0,1,0,"Sarhi","species",1
"S35508363","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:51 AM","eBird - Traveling Count",19,1,0.2,NA,4,"","","Lat: 22.357036  Long: 80.631360  Habitat type: Dry, deciduous forest     D6 - segment4","Transect","D6","AM",4,"Mix 1.0",0,1,0,"Sarhi","species",1
"S36273157","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","03:50 PM","eBird - Traveling Count",100,1,2,NA,4,"","","Starting point- Umarpani  22 15 20.95  80 37 20.67  Alt 680m  Mixed forest   End point- Kanha Meadow  22 13 44.08  80 38 47.85  Alt.862 meter  Mixed forest  Raju, Uday, Umesh, Sharmila","General","F5","PM",NA,"",NA,NA,NA,"Kanha","species",1
"S35364869","Eurasian Collared-Dove","Streptopelia decaocto",4828,1,"IN-MP","Mandla","Phen Wildlife Sanctuary",22.3891111,81.0313056,"03-18-2017","07:22 AM","eBird - Traveling Count",18,1,0.2,NA,2,"","","Phen Sanctuary  Team Bamanimatta  Ravi Dhongle  Dharmendra Pare","Transect","C12","AM",7,"Mix 1.0",0,1,0,"Phen","species",1
"S35340762","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-17-2017","06:32 PM","eBird - Stationary Count",4,1,NA,NA,3,"","","","General","","PM",NA,"",NA,NA,NA,NA,"species",1
"S35407958","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,4,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:40 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","Team Baza  Location E5 Kanheri 2 - 22.2773980.64542  Pure sal,","Transect","E5","AM",2,"Sal 1.0",1,0,0,"Kanha","species",1
"S35323540","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","06:45 AM","eBird - Traveling Count",30,0,0.2,NA,4,"","","22 13 29.54  80 34 48.68    Alt 668metres              Alt  Hilly terrain Sal20%and miscellaneous","Transect","F4","AM",1,"Sal 0.2, Mix 0.8",0.2,0.8,0,"Mukki","species",1
"S35508301","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:05 AM","eBird - Traveling Count",15,1,0.2,NA,6,"","","(4) 221319.27 N    805538.55 N    22°13°19.27'E  80°55°38.55N'   Name Of Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)  Fourth Lap of 200M....07.05 To 07.27 AM&#61; 22 MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande Range : SUPKHAR  Name of Grid : 07 / F11   FG : JOKPANI  PLACE : JAITPURI ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)BAUDH SHRAVAN KULIHA(FOREST GUARD),(5)HARLAL(CAMP LABOUR),(6)DAYAL(CAMP LABOUR)  Fourth Lap of 200M....07.05 To 07.27AM&#61;22MIN   Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande","Transect","F11","AM",4,"Mix 1.0",0,1,0,"Supkhar","species",1
"S35323560","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","07:05 AM","eBird - Traveling Count",21,1,0.2,NA,4,"","","Grid G6  TR-01, Segment-04  22.16819, 80.67781  Sal-30% Meadow-70%","Transect","G6","AM",4,"Sal 0.3, Grass 0.7",0.3,0,0.7,"Mukki","species",1
"S35407970","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,3,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-18-2017","04:20 PM","eBird - Traveling Count",12,1,0.2,NA,5,"","","Team Baza  Location E5 Kanhari b3 - 22.2793480.64429","Transect","E5","PM",3,"Grass 1.0",0,0,1,"Kanha","species",1
"S35323665","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","07:50 AM","eBird - Traveling Count",15,1,0.2,NA,4,"","","22 14 3.60  80 38 47.25  Alt 812 meter  Hilly terrain mixrd","Transect","F5","AM",5,"Mix 1.0",0,1,0,"Kanha","species",1
"S35323671","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,2,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","08:05 AM","eBird - Traveling Count",20,1,0.2,NA,4,"","","22 14 0.86  80 38 47.20  Alt 798 meter  Hilly terrain mixed","Transect","F5","AM",6,"Mix 1.0",0,1,0,"Kanha","species",1
"S35531440","Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica",4851,1,"IN-MP","Mandla","Kanha Tiger Reserve",22.2954497,80.5957031,"03-19-2017","04:39 PM","eBird - Traveling Count",15,1,0.2,NA,6,"","","N 22°12°19.20'   E 80°54°08.90'   Name Of Range : SUPKHAR  Name of Grid : 07 / F10  FG : KURKUTI  PLACE : JAITPURI FRH ( ACCOMADATION / 2, VEHICLE / BULERO 09)  PERSONS : (1)LAKSHMIKANT RAJARAM NEVE, (2)Prabhakar.S.JOSHI,(3)JITESH PANDE  (4)NANDKISHORE PATLE(FOREST GUARD),(5)SUNNY DAS(SHRAMIK),(6)BIREN YADAV(SHRAMIK),  Seventh  Lap of 200M....04.39 To 04.51 &#61; 12 MIN  Continous Updation in process ref to Audio Calls & photographs.  Most of the photographs shoot by our Mr.Jitesh Pande    Partial cloudy.,,Chance of raining","Transect","F10","PM",6,"Mix 1.0",0,1,0,"Supkhar","species",1
